年月日	降水量の合計(mm)	降水量の合計(mm)	降水量の合計(mm)	降水量の合計(mm)	平均気温(℃)	平均気温(℃)	平均気温(℃)	最高気温(℃)	最高気温(℃)	最高気温(℃)	最低気温(℃)	最低気温(℃)	最低気温(℃)	日照時間(時間)	日照時間(時間)	日照時間(時間)	日照時間(時間)	合計全天日射量(MJ/㎡)	合計全天日射量(MJ/㎡)	合計全天日射量(MJ/㎡)	平均風速(m/s)	平均風速(m/s)	平均風速(m/s)	最大風速(m/s)	最大風速(m/s)	最大風速(m/s)	最大風速(m/s)	最大風速(m/s)	最大瞬間風速(m/s)	最大瞬間風速(m/s)	最大瞬間風速(m/s)	最大瞬間風速(m/s)	最大瞬間風速(m/s)	最多風向(16方位)	最多風向(16方位)	最多風向(16方位)	平均蒸気圧(hPa)	平均蒸気圧(hPa)	平均蒸気圧(hPa)	平均湿度(％)	平均湿度(％)	平均湿度(％)	平均現地気圧(hPa)	平均現地気圧(hPa)	平均現地気圧(hPa)	平均海面気圧(hPa)	平均海面気圧(hPa)	平均海面気圧(hPa)	平均雲量(10分比)	平均雲量(10分比)	平均雲量(10分比)	天気概況(昼：06時～18時)	天気概況(昼：06時～18時)	天気概況(昼：06時～18時)	天気概況(夜：18時～翌日06時)	天気概況(夜：18時～翌日06時)	天気概況(夜：18時～翌日06時)
7/18/2012	0	0	8	1	28.5	8	1	32.1	8	1	25.7	8	1	7.7	0	8	1	21.7	8	1	2.6	8	1	5.7	8	南南東	8	1	8.9	8	南東	8	1	南南東	8	1	28.7	8	1	74	8	1	1009	8	1	1013.2	8	1	8	8	1	薄曇	8	1	曇一時雨、雷を伴う	8	1
7/19/2012	0	0	8	1	28.2	8	1	35.1	8	1	21.9	8	1	8.1	0	8	1	22.69	8	1	2.9	8	1	8.3	8	南南東	8	1	11.7	8	南南東	8	1	南東	8	1	26.7	8	1	70	8	1	1005.8	8	1	1009.9	8	1	8.5	8	1	薄曇時々晴	8	1	曇	8	1
7/20/2012	7	0	8	1	20.5	8	1	22.2	8	1	18.2	8	1	0	0	8	1	3.96	8	1	2.7	8	1	4.6	8	東北東	8	1	8	8	東北東	8	1	東北東	8	1	18.9	8	1	79	8	1	1009.2	8	1	1013.4	8	1	10	8	1	曇後時々雨	8	1	曇時々雨	8	1
7/21/2012	4	0	8	1	19.6	8	1	21.9	8	1	17.4	8	1	0	0	8	1	5.65	8	1	2.2	8	1	3.8	8	東北東	8	1	6.6	8	東北東	8	1	東北東	8	1	18.7	8	1	82	8	1	1010	8	1	1014.3	8	1	10	8	1	曇時々雨	8	1	曇後一時雨	8	1
7/22/2012	0	0	8	1	20.8	8	1	23.3	8	1	18.8	8	1	0	0	8	1	1.48	4	1	1.7	8	1	3.3	8	北東	8	1	5.3	8	東北東	8	1	東北東	8	1	20.9	8	1	85	8	1	1009.9	8	1	1014.2	8	1	10	8	1	曇	8	1	曇一時雨	8	1
7/23/2012	0	1	8	1	25.1	8	1	29	8	1	21	8	1	3.6	0	4	1	11.45	4	1	1.9	5	1	4.4	8	東	8	1	7.1	8	東	8	1	北北東	8	1	24.1	8	1	76	8	1	1009.6	8	1	1013.8	8	1	9.5	8	1	曇時々晴	8	1	薄曇	8	1
7/24/2012	0	0	8	1	27.8	8	1	31.8	8	1	23.8	8	1	1.5	0	8	1	15.74	8	1	1.6	8	1	3.8	8	南南東	8	1	5.6	8	南南東	8	1	南	8	1	26.7	8	1	72	8	1	1010	8	1	1014.2	8	1	10	8	1	曇後一時雨	8	1	曇後一時晴	8	1
7/25/2012	0	0	8	1	29.5	8	1	33.2	8	1	25.4	8	1	6.8	0	8	1	19.92	8	1	2.4	8	1	4.6	8	南	8	1	6.8	8	南南西	8	1	南南西	8	1	28.8	8	1	71	8	1	1008.5	8	1	1012.6	8	1	8.8	8	1	薄曇時々晴	8	1	曇後一時晴	8	1
7/26/2012	0	1	8	1	30.8	8	1	35.4	8	1	26.8	8	1	8.9	0	8	1	22.02	8	1	2.3	8	1	5.3	8	南東	8	1	7.6	8	南東	8	1	南南東	8	1	30.5	8	1	70	8	1	1005.4	8	1	1009.5	8	1	7.5	8	1	晴	8	1	晴	8	1
7/27/2012	0	1	8	1	30	8	1	34.2	8	1	27.1	8	1	9.3	0	8	1	23.3	8	1	2.7	8	1	5.5	8	南東	8	1	8.4	8	南東	8	1	南南東	8	1	31.2	8	1	74	8	1	1005.3	8	1	1009.4	8	1	7	8	1	晴時々曇	8	1	薄曇	8	1
7/28/2012	0	1	8	1	30.1	8	1	33.3	8	1	27.5	8	1	9.5	0	8	1	22.62	8	1	2.8	8	1	7.3	8	南南西	8	1	11.3	8	南南西	8	1	南南東	8	1	30.5	8	1	72	8	1	1005.1	8	1	1009.2	8	1	6.8	8	1	晴	8	1	曇後一時晴	8	1
7/29/2012	0	1	8	1	29.5	8	1	33.1	8	1	27.3	8	1	9.8	0	8	1	23.77	8	1	3.6	8	1	7	8	南南東	8	1	11.5	8	南東	8	1	南南東	8	1	30.6	8	1	74	8	1	1004.7	8	1	1008.8	8	1	9.3	8	1	薄曇一時晴	8	1	晴時々薄曇	8	1
7/30/2012	0	1	8	1	29.6	8	1	33.3	8	1	27.3	8	1	12.2	0	8	1	26.3	8	1	4.5	8	1	7.6	8	南南東	8	1	12.5	8	南南東	8	1	南	8	1	29	8	1	70	8	1	1006.1	8	1	1010.2	8	1	6	8	1	晴	8	1	曇時々晴	8	1
7/31/2012	0	1	8	1	29	8	1	33.9	8	1	26.5	8	1	10.5	0	8	1	26.53	8	1	3.4	8	1	6.8	8	南東	8	1	11.3	8	南東	8	1	南南東	8	1	27.1	8	1	68	8	1	1008.2	8	1	1012.3	8	1	4.8	8	1	晴	8	1	晴後時々曇	8	1
8/1/2012	0	1	8	1	29.4	8	1	33.1	8	1	27.1	8	1	5.9	0	8	1	17.54	8	1	3.3	8	1	5.9	8	南南東	8	1	9.2	8	南南東	8	1	南	8	1	28.8	8	1	71	8	1	1008.8	8	1	1012.9	8	1	7.3	8	1	曇時々晴	8	1	晴	8	1
8/2/2012	0	1	8	1	30.2	8	1	34.7	8	1	27.2	8	1	9.6	0	8	1	23.41	8	1	3.2	8	1	5.1	8	南南東	8	1	8.6	8	南南東	8	1	南南西	8	1	27.9	8	1	66	8	1	1009.4	8	1	1013.5	8	1	2.5	8	1	晴	8	1	晴後一時曇	8	1
8/3/2012	0	1	8	1	29.8	8	1	34	8	1	27.3	8	1	8.1	0	5	1	22.68	8	1	2.8	8	1	6.6	8	南南東	8	1	9.6	8	南南東	8	1	南南東	8	1	27.8	8	1	67	8	1	1010.5	8	1	1014.6	8	1	6.5	8	1	晴時々曇	8	1	晴時々曇	8	1
8/4/2012	0	0	8	1	28.6	8	1	31.8	8	1	26.1	8	1	2.6	0	8	1	11.57	8	1	2.7	8	1	5.6	8	南南東	8	1	8.4	8	南南東	8	1	北東	8	1	28.7	8	1	74	8	1	1010.5	8	1	1014.6	8	1	8.8	8	1	曇後一時雨	8	1	晴時々曇	8	1
8/5/2012	0	0	8	1	29.8	8	1	34.2	8	1	26.6	8	1	10.3	0	8	1	26.14	8	1	3.3	8	1	6.8	8	南東	8	1	11.8	8	南南東	8	1	南南東	8	1	29.2	8	1	71	8	1	1006.7	8	1	1010.8	8	1	6.3	8	1	晴	8	1	曇一時晴	8	1
8/6/2012	15.5	0	8	1	27.4	8	1	29.4	8	1	25.3	8	1	1.6	0	8	1	7.57	8	1	2	8	1	4.3	8	南	8	1	7.1	8	南	8	1	南	8	1	29.8	8	1	82	8	1	1002.1	8	1	1006.2	8	1	10	8	1	曇時々雨、雷を伴う	8	1	曇後一時晴	8	1
8/7/2012	0	0	8	1	28.7	8	1	32.4	8	1	25.5	8	1	7.6	0	8	1	19.54	8	1	3	8	1	6.4	8	南	8	1	11.2	8	南	8	1	南	8	1	27.7	8	1	71	8	1	1000.3	8	1	1004.4	8	1	4.3	8	1	晴後時々曇	8	1	曇一時晴	8	1
8/8/2012	0	1	8	1	25.8	8	1	29.6	8	1	23.4	8	1	6.6	0	8	1	19.56	8	1	3.2	8	1	5	8	北東	8	1	9.7	8	東南東	8	1	北東	8	1	21.9	8	1	66	8	1	1002	8	1	1006.2	8	1	8.3	8	1	晴一時曇	8	1	曇時々晴	8	1
8/9/2012	0	1	8	1	25.9	8	1	30.2	8	1	22.9	8	1	7.9	0	8	1	20.05	8	1	2.7	8	1	5.4	8	東	8	1	9.2	8	東	8	1	東	8	1	20.1	8	1	61	8	1	1002.7	8	1	1006.9	8	1	6.8	8	1	晴	8	1	晴後曇	8	1
8/10/2012	0	1	8	1	27.1	8	1	31.2	8	1	23.8	8	1	5.9	0	8	1	20.18	8	1	3.3	8	1	7.7	8	南	8	1	11.9	8	南南東	8	1	南南東	8	1	24.9	8	1	69	8	1	1003.6	8	1	1007.7	8	1	9.8	8	1	薄曇	8	1	曇	8	1
8/11/2012	0	0	8	1	28.8	8	1	31.6	8	1	27.2	8	1	2.2	0	8	1	14.2	8	1	3.3	8	1	6.6	8	南	8	1	11.3	8	南南西	8	1	南	8	1	29.6	8	1	75	8	1	1004.6	8	1	1008.7	8	1	10	8	1	曇	8	1	曇時々雨	8	1
8/12/2012	0.5	0	8	1	27.6	8	1	30.9	8	1	25.2	8	1	4.2	0	8	1	13.73	8	1	3	8	1	6	8	南南東	8	1	9.7	8	南南東	8	1	南南東	8	1	29.3	8	1	79	8	1	1003.4	8	1	1007.5	8	1	7	8	1	曇後晴	8	1	晴時々曇	8	1
8/13/2012	0	0	8	1	29.8	8	1	34.5	8	1	26.3	8	1	9.4	0	8	1	24.51	8	1	5.2	8	1	10.2	8	南南西	8	1	19.8	8	南南西	8	1	南南西	8	1	29.3	8	1	71	8	1	1000.5	8	1	1004.6	8	1	7	8	1	晴後一時薄曇	8	1	曇後一時雨	8	1
8/14/2012	1	0	8	1	28.6	8	1	30.6	8	1	26.4	8	1	2.2	0	8	1	10.27	8	1	3.4	8	1	7.6	8	南南西	8	1	12.6	8	南南西	8	1	南南西	8	1	29.7	8	1	76	8	1	1006	8	1	1010.1	8	1	8.8	8	1	曇時々雨	8	1	晴後曇	8	1
8/15/2012	0	0	8	1	29.1	8	1	33.4	8	1	25.9	8	1	3.1	0	8	1	16.29	8	1	3.7	8	1	7.5	8	南	8	1	13	8	南南西	8	1	南南西	8	1	29.4	8	1	74	8	1	1009.9	8	1	1014.1	8	1	9.8	8	1	曇	8	1	曇後晴	8	1
8/16/2012	0	1	8	1	30.1	8	1	34.5	8	1	27.5	8	1	7	0	8	1	20.66	8	1	3.5	8	1	6.1	8	南南西	8	1	10.4	8	南南西	8	1	南	8	1	29.1	8	1	69	8	1	1008.2	8	1	1012.3	8	1	6.3	8	1	曇時々晴	8	1	晴後薄曇	8	1
8/17/2012	0	0	8	1	30.5	8	1	35.7	8	1	27.5	8	1	8.3	0	8	1	20.6	8	1	2.5	8	1	7	8	南東	8	1	10.2	8	南南東	8	1	南	8	1	29.8	8	1	69	8	1	1009.2	8	1	1013.3	8	1	9	8	1	晴時々薄曇	8	1	曇時々雨、雷を伴う	8	1
8/18/2012	8	0	8	1	28	8	1	30.8	8	1	25.5	8	1	2.3	0	8	1	11.75	8	1	2	8	1	7	8	南南東	8	1	11.3	8	南南東	8	1	南	8	1	28.9	8	1	77	8	1	1010.9	8	1	1015.1	8	1	9.5	8	1	曇一時雨、雷を伴う	8	1	薄曇後晴	8	1
8/19/2012	0	1	8	1	29	8	1	33.1	8	1	26.4	8	1	11.5	0	8	1	25.49	8	1	3.9	8	1	6.6	8	南南東	8	1	10.8	8	南南東	8	1	南	8	1	27	8	1	68	8	1	1011.3	8	1	1015.5	8	1	3.5	8	1	晴	8	1	晴	8	1
8/20/2012	0	1	8	1	29.1	8	1	33	8	1	25	8	1	9.4	0	8	1	20.02	8	1	2.5	8	1	5.6	8	南東	8	1	8.2	8	南南東	8	1	南	8	1	26.4	8	1	67	8	1	1010.7	8	1	1014.9	8	1	3	8	1	晴	8	1	晴	8	1
8/21/2012	0	1	8	1	29.7	8	1	34	8	1	26.5	8	1	11.8	0	8	1	24.73	8	1	3.7	8	1	6.7	8	南南西	8	1	11	8	南	8	1	南	8	1	27.7	8	1	67	8	1	1011.2	8	1	1015.3	8	1	2	8	1	快晴	8	1	晴	8	1
8/22/2012	0	1	8	1	29.6	8	1	33.5	8	1	27	8	1	11	0	8	1	23.62	8	1	4.5	8	1	8	8	南南東	8	1	12.9	8	南南東	8	1	南	8	1	28.9	8	1	70	8	1	1011	8	1	1015.1	8	1	2	8	1	晴	8	1	晴	8	1
8/23/2012	0	1	8	1	30.1	8	1	34.2	8	1	26.8	8	1	11.7	0	8	1	25.26	8	1	3.3	8	1	6	8	南	8	1	9.5	8	南	8	1	南南西	8	1	27.8	8	1	66	8	1	1012.8	8	1	1016.9	8	1	3.5	8	1	晴	8	1	晴	8	1
8/24/2012	0	1	8	1	30	8	1	35.2	8	1	27	8	1	10.6	0	8	1	23.95	8	1	3	8	1	5.9	8	南東	8	1	8.5	8	南東	8	1	南南西	8	1	26.1	8	1	63	8	1	1013.9	8	1	1018.1	8	1	2.3	8	1	晴	8	1	晴後一時薄曇	8	1
8/25/2012	0	1	8	1	29.9	8	1	34.4	8	1	27	8	1	9.3	0	8	1	23.28	8	1	2.9	8	1	5.7	8	南南東	8	1	9.7	8	南南東	8	1	南南東	8	1	26.9	8	1	65	8	1	1013.4	8	1	1017.5	8	1	4.3	8	1	晴	8	1	晴	8	1
8/26/2012	0	1	8	1	30.1	8	1	34.8	8	1	26.8	8	1	10.2	0	8	1	23.37	8	1	2.8	8	1	6	8	南	8	1	8.4	8	南	8	1	南南東	8	1	26.3	8	1	63	8	1	1012.2	8	1	1016.3	8	1	5	8	1	晴後一時薄曇	8	1	晴	8	1
8/27/2012	0	1	8	1	30	8	1	35	8	1	27	8	1	10.9	0	8	1	24.34	8	1	3.5	8	1	6.5	8	南東	8	1	10.9	8	南東	8	1	南	8	1	27	8	1	64	8	1	1012.4	8	1	1016.5	8	1	2	8	1	晴	8	1	晴後一時薄曇	8	1
8/28/2012	0	1	8	1	29.6	8	1	33.8	8	1	27.3	8	1	9.6	0	8	1	21.89	8	1	4	8	1	6.5	8	南	8	1	10.8	8	南	8	1	南	8	1	26.6	8	1	65	8	1	1012.1	8	1	1016.2	8	1	7.8	8	1	薄曇後時々晴	8	1	薄曇時々晴	8	1
8/29/2012	0	1	8	1	29.1	8	1	32.5	8	1	26.7	8	1	7.4	0	8	1	18.08	8	1	3.4	8	1	6.7	8	南南東	8	1	10.5	8	南南東	8	1	南	8	1	27.5	8	1	68	8	1	1009.6	8	1	1013.8	8	1	10	8	1	薄曇	8	1	薄曇	8	1
8/30/2012	0	1	8	1	30.2	8	1	35.6	8	1	26.9	8	1	9.9	0	8	1	19.92	8	1	2.7	8	1	5.9	8	南	8	1	9.8	8	南	8	1	南南東	8	1	29.3	8	1	69	8	1	1007.5	8	1	1011.6	8	1	7	8	1	晴一時薄曇	8	1	晴	8	1
8/31/2012	0	1	8	1	29.6	8	1	33.8	8	1	27.6	8	1	7.9	0	8	1	20.25	8	1	3.7	8	1	6.8	8	南	8	1	11.4	8	南東	8	1	南南東	8	1	28.9	8	1	70	8	1	1008.1	8	1	1012.2	8	1	5.8	8	1	晴	8	1	晴	8	1
7/1/2013	0	1	8	1	23.8	8	1	26.1	8	1	22.3	8	1	0.4	0	8	1	14.01	8	1	3.8	8	1	6.2	8	南	8	1	9.2	8	南	8	1	南南東	8	1	20.7	8	1	71	8	1	1011.5	8	1	1015.7	8	1	9.8	8	1	曇	8	1	晴時々曇	8	1
7/2/2013	0	1	8	1	24.3	8	1	27.9	8	1	22	8	1	8.5	0	8	1	23.38	8	1	3.2	8	1	5.7	8	南東	8	1	9.3	8	南東	8	1	南南東	8	1	19.8	8	1	66	8	1	1010.4	8	1	1014.6	8	1	7.5	8	1	晴時々薄曇	8	1	曇	8	1
7/3/2013	0	0	8	1	24.1	8	1	27.4	8	1	22.3	8	1	1.5	0	8	1	14.08	8	1	5.2	8	1	8.3	8	南	8	1	14.2	8	南南東	8	1	南	8	1	21.4	8	1	72	8	1	1004.9	8	1	1009.1	8	1	10	8	1	曇後一時雨	8	1	曇時々雨	8	1
7/4/2013	0.5	0	8	1	25.2	8	1	27.3	8	1	23.2	8	1	0	0	8	1	7.9	8	1	3.9	8	1	6.8	8	南南西	8	1	12.9	8	南南西	8	1	南	8	1	26.6	8	1	83	8	1	1001.6	8	1	1005.7	8	1	10	8	1	曇	8	1	曇後雨	8	1
7/5/2013	2	0	8	1	26.8	8	1	28.9	8	1	24.2	8	1	0	0	8	1	8.26	8	1	5.9	8	1	9	8	南南西	8	1	17.8	8	南南西	8	1	南	8	1	28.7	8	1	82	8	1	1000.5	8	1	1004.6	8	1	10	8	1	雨後曇	8	1	曇	8	1
7/6/2013	0	1	8	1	29.2	8	1	33.7	8	1	26.8	8	1	8.8	0	8	1	25.09	8	1	6.4	8	1	9.6	8	南	8	1	16.3	8	南南東	8	1	南南西	8	1	28.8	8	1	71	8	1	1003.5	8	1	1007.6	8	1	9.5	8	1	薄曇時々晴	8	1	薄曇一時晴	8	1
7/7/2013	7.5	0	8	1	29.5	8	1	35.4	8	1	25.8	8	1	11.1	0	8	1	27.35	8	1	3.5	8	1	6	8	南南東	8	1	10.2	8	南南西	8	1	南	8	1	29.6	8	1	73	8	1	1007.1	8	1	1011.2	8	1	5.3	8	1	晴後一時雨、雷を伴う	8	1	晴	8	1
7/8/2013	4.5	0	8	1	29.4	8	1	35.3	8	1	25.7	8	1	9.8	0	8	1	24.85	8	1	2.1	8	1	7.9	8	北東	8	1	18.2	8	北北東	8	1	南南東	8	1	29.1	8	1	72	8	1	1008.5	8	1	1012.6	8	1	4.3	8	1	晴後一時雨、雷を伴う	8	1	晴一時雨、雷を伴う	8	1
7/9/2013	0	1	8	1	30.1	8	1	35.4	8	1	25.7	8	1	12.8	0	8	1	26.93	8	1	2.5	8	1	5.1	8	南南東	8	1	8	8	南	8	1	南	8	1	29	8	1	69	8	1	1005.3	8	1	1009.4	8	1	1	8	1	晴	8	1	晴	8	1
7/10/2013	0	1	8	1	30.2	8	1	35.3	8	1	26.9	8	1	10.8	0	8	1	25.07	8	1	2.6	8	1	5.1	8	南南東	8	1	8.4	8	南南東	8	1	南南東	8	1	29.3	8	1	69	8	1	1002.6	8	1	1006.7	8	1	7.3	8	1	晴後薄曇	8	1	薄曇一時晴	8	1
7/11/2013	0	1	8	1	30.3	8	1	34.5	8	1	27.4	8	1	10.9	0	8	1	25.3	8	1	2.4	8	1	5.3	8	南南東	8	1	7.7	8	南南東	8	1	南南東	8	1	29.5	8	1	69	8	1	1003.1	8	1	1007.1	8	1	8	8	1	薄曇後晴	8	1	薄曇時々晴	8	1
7/12/2013	0	1	8	1	30.9	8	1	34.9	8	1	27.8	8	1	10.9	0	8	1	24.69	8	1	2.5	8	1	5.8	8	南東	8	1	8.8	8	南東	8	1	南東	8	1	28.7	8	1	65	8	1	1004	8	1	1008	8	1	9	8	1	薄曇	8	1	薄曇時々晴	8	1
7/13/2013	0	0	8	1	30.7	8	1	34.4	8	1	27.9	8	1	1.4	0	8	1	14.48	8	1	1.7	8	1	4.4	8	南東	8	1	6.2	8	南南東	8	1	南南東	8	1	28.8	8	1	66	8	1	1006.1	8	1	1010.2	8	1	10	8	1	曇	8	1	曇	8	1
7/14/2013	36.5	0	8	1	29.3	8	1	34.6	8	1	24.8	8	1	4.9	0	8	1	18.32	8	1	2.4	8	1	7.4	8	南南東	8	1	11.1	8	南南東	8	1	南南東	8	1	28.4	8	1	71	8	1	1006.8	8	1	1010.9	8	1	10	8	1	薄曇後一時大雨、雷を伴う	8	1	曇	8	1
7/15/2013	0	0	8	1	28.5	8	1	35.1	8	1	22.5	8	1	6.5	0	8	1	20.42	8	1	3.2	8	1	7.6	8	北北西	8	1	14.8	8	西北西	8	1	北北西	8	1	24.6	8	1	65	8	1	1005.4	8	1	1009.5	8	1	10	8	1	曇一時晴	8	1	薄曇	8	1
7/16/2013	0	1	8	1	25.3	8	1	29.1	8	1	21.6	8	1	4.8	0	8	1	17.95	8	1	2.6	8	1	5.2	8	南南東	8	1	8.3	8	南南東	8	1	南南東	8	1	21.5	8	1	67	8	1	1010.3	8	1	1014.5	8	1	9.8	8	1	曇後一時晴	8	1	曇後一時雨	8	1
7/17/2013	10.5	0	8	1	24.6	8	1	29.1	8	1	22.1	8	1	1.3	0	8	1	13.53	8	1	2.5	8	1	5.3	8	南南西	8	1	9.5	8	南南西	8	1	南南東	8	1	23.7	8	1	77	8	1	1008.8	8	1	1013	8	1	10	8	1	曇後一時雨	8	1	雨時々曇	8	1
7/18/2013	1	0	8	1	27.7	8	1	31.8	8	1	23.8	8	1	4.9	0	8	1	18.28	8	1	3.2	8	1	6.5	8	南	8	1	10.6	8	南	8	1	南	8	1	27.6	8	1	75	8	1	1000.3	8	1	1004.4	8	1	7.8	8	1	曇後晴	8	1	曇時々雨後晴、雷を伴う	8	1
7/19/2013	0	0	8	1	25.4	8	1	30.5	8	1	21.4	8	1	8.7	0	8	1	21.95	8	1	2.8	8	1	5.9	8	南南東	8	1	8.8	8	南南東	8	1	東	8	1	21.4	8	1	67	8	1	1004.8	8	1	1008.9	8	1	6.8	8	1	晴後薄曇	8	1	曇	8	1
7/20/2013	0	1	8	1	23.9	8	1	28.3	8	1	21.1	8	1	3.2	0	8	1	17.5	8	1	2.4	8	1	4.3	8	東北東	8	1	7.6	8	北東	8	1	東北東	8	1	19.5	8	1	66	8	1	1008.3	8	1	1012.4	8	1	9.3	8	1	曇後一時晴	8	1	曇一時晴	8	1
7/21/2013	0	1	8	1	24.8	8	1	29	8	1	21	8	1	8.7	0	8	1	23.65	8	1	2.5	8	1	5.6	8	南南東	8	1	8.6	8	南南東	8	1	南東	8	1	19.4	8	1	62	8	1	1007.6	8	1	1011.8	8	1	10	8	1	曇後一時晴	8	1	曇	8	1
7/22/2013	0	0	8	1	26.5	8	1	30.4	8	1	23.5	8	1	6.1	0	8	1	22.14	8	1	2.8	8	1	6.5	8	南東	8	1	9.8	8	南東	8	1	南南東	8	1	26.7	8	1	77	8	1	1005.2	8	1	1009.3	8	1	10	8	1	曇	8	1	曇一時雨	8	1
7/23/2013	24.5	0	8	1	28	8	1	35.2	8	1	25.2	8	1	5.9	0	8	1	17.45	8	1	2.2	8	1	7.5	8	南南東	8	1	13.1	8	南	8	1	南南東	8	1	28.3	8	1	76	8	1	1002.3	8	1	1006.4	8	1	7.8	8	1	晴後曇一時雨、雷を伴う	8	1	曇一時雨、雷を伴う	8	1
7/24/2013	1.5	0	8	1	25.4	8	1	27.1	8	1	24.3	8	1	0	0	8	1	3.7	8	1	2.6	8	1	4.8	8	南南東	8	1	8.8	8	南南東	8	1	南東	8	1	27.7	8	1	85	8	1	1001.4	8	1	1005.5	8	1	10	8	1	曇後雨	8	1	曇一時雨	8	1
7/25/2013	0	0	8	1	26.7	8	1	29.3	8	1	24.1	8	1	0	0	8	1	4.61	8	1	1.5	8	1	3	8	南西	8	1	5	8	西南西	8	1	南東	8	1	27.9	8	1	80	8	1	1000.3	8	1	1004.4	8	1	10	8	1	曇	8	1	曇	8	1
7/26/2013	0	1	8	1	28.4	8	1	32.3	8	1	25.5	8	1	5.1	0	8	1	19.17	8	1	2.7	8	1	5.3	8	南東	8	1	9.2	8	南	8	1	南南東	8	1	29.4	8	1	76	8	1	1000.2	8	1	1004.3	8	1	10	8	1	曇	8	1	曇後一時晴	8	1
7/27/2013	19.5	0	8	1	27.6	8	1	33.1	8	1	22.3	8	1	5.2	0	8	1	17.92	8	1	3	8	1	7.8	8	北北西	8	1	16	8	北西	8	1	南南東	8	1	28.4	8	1	77	8	1	1000.2	8	1	1004.3	8	1	8	8	1	晴	8	1	雨時々曇後晴、雷を伴う	8	1
7/28/2013	0.5	0	8	1	27.3	8	1	31.8	8	1	22.9	8	1	8.1	0	8	1	22.08	8	1	2	8	1	4.3	8	南南東	8	1	7	8	南南東	8	1	南	8	1	25.4	8	1	71	8	1	1002.2	8	1	1006.3	8	1	9.5	8	1	薄曇一時晴	8	1	曇一時晴	8	1
7/29/2013	7	0	8	1	26.3	8	1	27.3	8	1	24.9	8	1	0	0	8	1	5.35	8	1	2.1	8	1	4.6	8	南南東	8	1	8.6	8	南	8	1	南南西	8	1	28.2	8	1	83	8	1	999.4	8	1	1003.5	8	1	10	8	1	雨後一時曇	8	1	曇	8	1
7/30/2013	0	0	8	1	27.8	8	1	31.2	8	1	25	8	1	2.3	0	8	1	13.52	8	1	2.5	8	1	5.6	8	南南東	8	1	8.1	8	南東	8	1	南南東	8	1	28.8	8	1	78	8	1	996.8	8	1	1000.9	8	1	10	8	1	曇	8	1	曇	8	1
7/31/2013	0	0	8	1	27.4	8	1	30.7	8	1	25.2	8	1	0.8	0	8	1	11.18	8	1	2.7	8	1	5.6	8	南東	8	1	8.8	8	南東	8	1	南東	8	1	28.1	8	1	77	8	1	999.6	8	1	1003.7	8	1	10	8	1	曇	8	1	曇後一時雨	8	1
8/1/2013	0.5	0	8	1	27.5	8	1	32.8	8	1	24.2	8	1	3.2	0	8	1	13.54	8	1	2.4	8	1	5.7	8	北東	8	1	8.4	8	東北東	8	1	南	8	1	29.1	8	1	80	8	1	1000.1	8	1	1004.2	8	1	8.8	8	1	曇時々雨後一時晴	8	1	曇	8	1
8/2/2013	0	0	8	1	25.6	8	1	29.1	8	1	23	8	1	4	0	8	1	18.29	8	1	2.6	8	1	5.3	8	南東	8	1	8	8	南南東	8	1	東	8	1	24	8	1	73	8	1	1004.7	8	1	1008.9	8	1	10	8	1	曇	8	1	曇	8	1
8/3/2013	0	1	8	1	26.7	8	1	30.8	8	1	23.5	8	1	6.6	0	8	1	20.02	8	1	2.5	8	1	5	8	南	8	1	8.3	8	南南西	8	1	南	8	1	23.8	8	1	68	8	1	1005.2	8	1	1009.3	8	1	7.8	8	1	曇時々晴	8	1	晴後曇	8	1
8/4/2013	0	0	8	1	27.8	8	1	31.3	8	1	25.4	8	1	2.3	0	8	1	15.15	8	1	3	8	1	6.1	8	南	8	1	9.5	8	南南西	8	1	南	8	1	27.9	8	1	75	8	1	1003.7	8	1	1007.8	8	1	9.5	8	1	曇	8	1	曇時々晴	8	1
8/5/2013	0	0	8	1	29.1	8	1	32.2	8	1	26.9	8	1	7.9	0	8	1	20.16	8	1	4.4	8	1	7.2	8	南	8	1	12.2	8	南南西	8	1	南	8	1	29.5	8	1	74	8	1	1002.9	8	1	1007	8	1	6.5	8	1	晴一時曇	8	1	晴後曇	8	1
8/6/2013	10.5	0	8	1	28.7	8	1	32	8	1	25.4	8	1	1.7	0	8	1	14.3	8	1	2.9	8	1	6.1	8	南	8	1	10.4	8	南	8	1	南	8	1	31.3	8	1	80	8	1	1002.7	8	1	1006.8	8	1	9.8	8	1	曇時々雨、雷を伴う	8	1	晴時々曇	8	1
8/7/2013	0	1	8	1	30	8	1	34.5	8	1	26	8	1	10.1	0	8	1	21.93	8	1	2.8	8	1	6.9	8	南南東	8	1	9.8	8	南南東	8	1	北北西	8	1	27.5	8	1	66	8	1	1002.2	8	1	1006.3	8	1	3.5	8	1	晴	8	1	晴後一時曇	8	1
8/8/2013	0	1	8	1	30.3	8	1	34.1	8	1	27.3	8	1	7.7	0	8	1	18.03	8	1	2.6	8	1	5.4	8	南東	8	1	8	8	南南東	8	1	南南東	8	1	29.6	8	1	69	8	1	1001.4	8	1	1005.5	8	1	5.3	8	1	晴後薄曇	8	1	薄曇	8	1
